Altitude,ax,ay,az
Altitude,ax,ay,az
1555.17,-1.84,0.0,8.94
Altitude,ax,ay,az
1554.88,-1.74,0.02,9.04
Altitude,ax,ay,az
1555.84,-1.91,0.0,9.05
Altitude,ax,ay,az
1555.36,-1.83,-0.04,9.04
Altitude,ax,ay,az
1555.93,-1.88,-0.05,8.96
Altitude,ax,ay,az
1556.12,-1.83,-0.01,9.07
Altitude,ax,ay,az
1555.74,-1.91,-0.03,9.1
Altitude,ax,ay,az
1556.32,-1.81,-0.04,9.01
Altitude,ax,ay,az
1555.65,-1.87,-0.06,8.99
Altitude,ax,ay,az
1556.32,-1.82,-0.04,9.04
Altitude,ax,ay,az
1556.41,-1.87,0.02,9.08
Altitude,ax,ay,az
1556.12,-1.86,-0.03,9.0
Altitude,ax,ay,az
1556.32,-1.86,-0.02,9.02
Altitude,ax,ay,az
1556.12,-1.86,-0.04,8.99
Altitude,ax,ay,az
1555.84,-1.92,0.0,9.05
Altitude,ax,ay,az
1556.32,-1.94,-0.04,9.09
Altitude,ax,ay,az
1556.22,-1.88,-0.06,9.06
Altitude,ax,ay,az
1556.03,-1.93,0.0,9.03
Altitude,ax,ay,az
1555.45,-1.85,-0.01,8.96
Altitude,ax,ay,az
1556.22,-1.85,-0.06,9.1
Altitude,ax,ay,az
1555.84,-1.88,-0.02,9.06
Altitude,ax,ay,az
1555.93,-1.97,-0.05,9.08
Altitude,ax,ay,az
1556.12,-1.92,-0.11,9.02
Altitude,ax,ay,az
1555.74,-1.83,-0.07,9.11
Altitude,ax,ay,az
1556.12,-1.87,-0.08,9.07
Altitude,ax,ay,az
1556.32,-1.91,-0.02,9.07
Altitude,ax,ay,az
1556.22,-1.88,-0.03,9.05
Altitude,ax,ay,az
1556.03,-1.88,-0.06,9.1
Altitude,ax,ay,az
1556.12,-1.92,-0.02,9.11
Altitude,ax,ay,az
1556.41,-1.92,-0.04,9.06
Altitude,ax,ay,az
1556.6,-1.85,-0.01,9.07
Altitude,ax,ay,az
1555.74,-1.81,0.0,9.09
Altitude,ax,ay,az
1556.6,-1.88,-0.07,9.05
Altitude,ax,ay,az
1556.32,-1.94,-0.06,9.02
Altitude,ax,ay,az
1556.32,-1.86,-0.06,9.1
Altitude,ax,ay,az
1556.32,-1.88,-0.05,9.03
Altitude,ax,ay,az
1556.51,-1.87,-0.07,9.03
Altitude,ax,ay,az
1556.41,-1.84,-0.06,9.01
Altitude,ax,ay,az
1556.32,-1.88,-0.05,9.03
Altitude,ax,ay,az
1555.65,-1.78,-0.07,9.06
Altitude,ax,ay,az
1555.65,-1.89,-0.02,9.02
Altitude,ax,ay,az
1556.22,-1.82,-0.05,9.08
Altitude,ax,ay,az
1556.32,-1.91,-0.08,9.02
Altitude,ax,ay,az
1556.41,-1.91,-0.06,9.03
Altitude,ax,ay,az
1556.03,-1.88,-0.01,9.08
Altitude,ax,ay,az
1555.55,-1.93,-0.01,9.08
Altitude,ax,ay,az
1556.22,-1.85,-0.08,9.13
Altitude,ax,ay,az
1556.7,-1.86,-0.03,9.02
Altitude,ax,ay,az
1556.6,-1.9,-0.07,9.11
Altitude,ax,ay,az
1556.32,-1.87,-0.04,9.03
Altitude,ax,ay,az
1555.93,-1.84,-0.04,9.06
Altitude,ax,ay,az
1556.6,-1.87,-0.06,8.98
Altitude,ax,ay,az
1556.22,-1.89,-0.08,9.11
Altitude,ax,ay,az
1556.51,-1.84,-0.01,9.01
Altitude,ax,ay,az
1556.6,-1.87,-0.01,9.05
Altitude,ax,ay,az
1556.41,-1.89,-0.07,9.0
Altitude,ax,ay,az
1556.32,-1.88,-0.02,9.03
Altitude,ax,ay,az
1556.89,-1.83,-0.02,9.0
Altitude,ax,ay,az
1556.6,-1.84,-0.05,9.03
Altitude,ax,ay,az
1555.93,-1.85,-0.05,9.02
Altitude,ax,ay,az
1555.84,-1.83,-0.04,9.0
Altitude,ax,ay,az
1556.51,-1.89,-0.09,9.03
Altitude,ax,ay,az
1556.51,-1.92,-0.07,8.97
Altitude,ax,ay,az
1556.41,-1.88,-0.09,8.98
Altitude,ax,ay,az
1556.6,-1.87,-0.03,9.04
Altitude,ax,ay,az
1556.32,-1.86,-0.03,9.05
Altitude,ax,ay,az
1556.41,-1.93,-0.04,9.04
Altitude,ax,ay,az
1556.51,-1.85,-0.03,9.09
Altitude,ax,ay,az
1556.51,-1.89,-0.01,9.01
Altitude,ax,ay,az
1556.03,-1.88,-0.06,9.01
Altitude,ax,ay,az
1556.32,-1.9,-0.11,8.95
Altitude,ax,ay,az
1556.8,-1.84,-0.01,9.03
Altitude,ax,ay,az
1556.12,-1.88,-0.0,9.08
Altitude,ax,ay,az
1556.51,-1.88,-0.01,9.0
Altitude,ax,ay,az
1555.74,-1.87,-0.03,9.08
Altitude,ax,ay,az
1556.22,-1.85,-0.03,9.0
Altitude,ax,ay,az
1556.6,-1.86,-0.08,9.02
Altitude,ax,ay,az
1555.93,-1.88,-0.01,9.02
Altitude,ax,ay,az
1555.93,-1.89,-0.03,9.07
Altitude,ax,ay,az
1555.45,-1.84,-0.06,9.0
Altitude,ax,ay,az
1556.12,-1.9,-0.01,8.96
Altitude,ax,ay,az
1555.84,-1.85,-0.06,9.09
Altitude,ax,ay,az
1556.32,-1.85,-0.05,9.1
Altitude,ax,ay,az
1556.12,-1.86,-0.04,9.02
Altitude,ax,ay,az
1555.93,-1.86,0.01,9.03
Altitude,ax,ay,az
1556.8,-1.88,-0.06,9.0
Altitude,ax,ay,az
1556.12,-1.96,-0.06,9.05
Altitude,ax,ay,az
1556.51,-1.81,-0.04,9.02
Altitude,ax,ay,az
1556.8,-1.82,-0.02,9.07
Altitude,ax,ay,az
1557.28,-1.88,-0.07,9.0
Altitude,ax,ay,az
1556.22,-1.89,-0.05,9.09
Altitude,ax,ay,az
1556.22,-1.86,-0.05,9.02
Altitude,ax,ay,az
1556.22,-1.88,-0.02,9.08
Altitude,ax,ay,az
1556.12,-1.87,0.0,9.05
Altitude,ax,ay,az
1556.32,-1.83,-0.01,9.11
Altitude,ax,ay,az
1556.41,-1.83,-0.12,9.09
Altitude,ax,ay,az
1556.51,-1.97,-0.03,8.96
Altitude,ax,ay,az
1556.32,-1.87,-0.02,9.01
Altitude,ax,ay,az
1556.41,-1.86,-0.03,9.03
Altitude,ax,ay,az
1556.12,-1.78,-0.03,8.96
Altitude,ax,ay,az
1556.51,-1.88,-0.08,9.0
Altitude,ax,ay,az
1556.03,-1.85,-0.09,9.1
Altitude,ax,ay,az
1556.41,-1.91,-0.05,9.04
Altitude,ax,ay,az
1556.32,-1.84,-0.01,9.02
Altitude,ax,ay,az
1556.12,-1.84,-0.06,9.14
Altitude,ax,ay,az
1556.99,-1.86,-0.04,9.09
Altitude,ax,ay,az
1556.22,-1.9,-0.1,8.98
Altitude,ax,ay,az
1555.65,-1.92,0.0,9.01
Altitude,ax,ay,az
1556.22,-1.9,-0.04,9.0
Altitude,ax,ay,az
1556.51,-1.92,-0.02,9.02
Altitude,ax,ay,az
1556.22,-1.82,-0.03,9.06
Altitude,ax,ay,az
1556.32,-1.79,-0.04,9.04
Altitude,ax,ay,az
1556.12,-1.9,-0.11,9.05
Altitude,ax,ay,az
1556.32,-1.95,-0.02,9.04
Altitude,ax,ay,az
1555.84,-1.88,0.06,9.11
Altitude,ax,ay,az
1556.41,-1.87,-0.01,9.01
Altitude,ax,ay,az
1556.32,-1.91,-0.11,8.89
Altitude,ax,ay,az
1556.41,-1.86,-0.01,9.01
Altitude,ax,ay,az
1556.51,-1.89,-0.01,9.11
Altitude,ax,ay,az
1556.41,-1.8,-0.02,9.03
Altitude,ax,ay,az
1556.12,-1.83,-0.06,8.99
Altitude,ax,ay,az
1556.03,-1.83,-0.01,9.0
Altitude,ax,ay,az
1556.6,-1.86,-0.06,8.97
Altitude,ax,ay,az
1556.03,-1.88,-0.02,8.94
Altitude,ax,ay,az
1556.12,-1.89,-0.0,9.05
Altitude,ax,ay,az
1556.41,-1.83,-0.07,9.11
Altitude,ax,ay,az
1556.22,-1.88,-0.05,9.03
Altitude,ax,ay,az
1556.22,-1.91,-0.05,9.03
Altitude,ax,ay,az
1556.12,-1.86,-0.03,9.02
Altitude,ax,ay,az
1556.12,-1.83,-0.04,9.06
Altitude,ax,ay,az
1556.51,-1.83,-0.04,9.04
Altitude,ax,ay,az
1556.22,-1.87,-0.03,9.13
Altitude,ax,ay,az
1556.41,-1.86,-0.05,8.99
Altitude,ax,ay,az
1556.6,-1.85,-0.02,9.01
Altitude,ax,ay,az
1556.12,-1.86,-0.08,9.01
Altitude,ax,ay,az
1556.41,-1.86,0.0,8.98
Altitude,ax,ay,az
1556.32,-1.87,0.01,8.98
Altitude,ax,ay,az
1556.6,-1.87,-0.03,9.03
Altitude,ax,ay,az
1556.7,-1.84,-0.08,9.06
Altitude,ax,ay,az
1556.8,-1.87,-0.0,9.01
Altitude,ax,ay,az
1556.03,-1.89,-0.06,9.05
Altitude,ax,ay,az
1555.84,-1.89,-0.01,9.05
Altitude,ax,ay,az
1556.22,-1.91,-0.03,9.09
Altitude,ax,ay,az
1556.12,-1.9,-0.06,9.08
Altitude,ax,ay,az
1556.8,-1.83,-0.05,9.07
Altitude,ax,ay,az
1556.51,-1.9,-0.05,9.03
Altitude,ax,ay,az
1555.93,-1.97,0.0,9.05
Altitude,ax,ay,az
1556.22,-1.91,-0.0,9.03
Altitude,ax,ay,az
1556.12,-1.82,-0.01,9.07
Altitude,ax,ay,az
1556.6,-1.91,0.0,9.03
Altitude,ax,ay,az
1556.32,-1.86,-0.03,9.07
Altitude,ax,ay,az
1556.8,-1.85,-0.03,9.05
Altitude,ax,ay,az
1556.8,-1.86,-0.05,9.08
Altitude,ax,ay,az
1556.22,-1.81,-0.09,8.95
Altitude,ax,ay,az
1556.32,-1.92,-0.07,9.0
Altitude,ax,ay,az
1556.12,-1.84,-0.02,9.01
Altitude,ax,ay,az
1556.51,-1.87,-0.07,8.99
Altitude,ax,ay,az
1556.51,-1.87,-0.05,9.06
Altitude,ax,ay,az
1556.32,-1.84,-0.03,9.06
Altitude,ax,ay,az
1556.51,-1.85,-0.05,8.99
Altitude,ax,ay,az
1556.03,-1.79,-0.04,9.08
Altitude,ax,ay,az
1556.51,-1.88,-0.12,9.06
Altitude,ax,ay,az
1556.03,-1.82,-0.07,9.02
Altitude,ax,ay,az
1555.84,-1.88,-0.0,8.89
Altitude,ax,ay,az
1556.6,-1.87,0.0,9.07
Altitude,ax,ay,az
1556.41,-1.92,-0.04,9.09
Altitude,ax,ay,az
1556.51,-1.89,-0.09,9.07
Altitude,ax,ay,az
1556.51,-1.86,-0.06,8.93
Altitude,ax,ay,az
1555.74,-1.84,-0.0,9.05
Altitude,ax,ay,az
1556.12,-1.82,0.02,9.09
Altitude,ax,ay,az
1556.12,-1.84,-0.03,9.08
Altitude,ax,ay,az
1555.74,-1.86,-0.1,8.98
Altitude,ax,ay,az
1556.32,-1.84,0.01,9.05
Altitude,ax,ay,az
1556.12,-1.86,-0.0,9.04
Altitude,ax,ay,az
1556.22,-1.85,-0.06,9.11
Altitude,ax,ay,az
1556.12,-1.89,-0.07,9.05
Altitude,ax,ay,az
1556.89,-1.88,-0.03,9.03
Altitude,ax,ay,az
1556.51,-1.89,-0.04,9.08
Altitude,ax,ay,az
1557.18,-1.89,0.03,9.01
Altitude,ax,ay,az
1556.6,-1.89,-0.09,8.91
Altitude,ax,ay,az
1556.22,-1.85,-0.07,9.05
Altitude,ax,ay,az
1556.22,-1.92,-0.01,9.1
Altitude,ax,ay,az
1556.03,-1.91,-0.01,9.11
Altitude,ax,ay,az
1555.84,-1.81,-0.07,9.04
Altitude,ax,ay,az
1556.32,-1.88,-0.03,9.04
Altitude,ax,ay,az
1556.41,-1.87,-0.01,9.04
Altitude,ax,ay,az
1556.6,-1.88,-0.06,9.1
Altitude,ax,ay,az
1555.74,-1.84,-0.05,9.03
Altitude,ax,ay,az
1556.12,-1.82,-0.05,9.0
Altitude,ax,ay,az
1556.32,-1.87,-0.04,9.03
Altitude,ax,ay,az
1556.41,-1.87,-0.0,8.98
Altitude,ax,ay,az
1556.51,-1.87,-0.07,8.95
Altitude,ax,ay,az
1556.22,-1.87,-0.07,9.0
Altitude,ax,ay,az
1556.12,-1.81,-0.05,9.09
Altitude,ax,ay,az
1556.22,-1.89,-0.14,9.06
Altitude,ax,ay,az
1556.32,-1.89,-0.04,9.04
Altitude,ax,ay,az
1556.03,-1.94,-0.02,9.02
Altitude,ax,ay,az
1556.7,-1.83,-0.08,9.13
Altitude,ax,ay,az
1556.03,-1.86,-0.06,9.04
Altitude,ax,ay,az
1556.7,-1.8,-0.05,9.07
Altitude,ax,ay,az
1556.51,-1.93,-0.05,9.0
Altitude,ax,ay,az
1556.6,-1.95,-0.09,9.04
Altitude,ax,ay,az
1556.99,-1.84,-0.02,9.05
Altitude,ax,ay,az
1556.99,-1.84,-0.05,9.01
Altitude,ax,ay,az
1556.99,-1.85,0.0,9.09
Altitude,ax,ay,az
1556.51,-1.9,-0.04,8.99
Altitude,ax,ay,az
1556.99,-1.97,-0.03,9.12
Altitude,ax,ay,az
1556.03,-1.93,-0.06,9.04
Altitude,ax,ay,az
1556.6,-1.89,-0.07,9.0
Altitude,ax,ay,az
1556.41,-1.83,-0.03,9.0
Altitude,ax,ay,az
1556.7,-1.91,-0.03,8.95
Altitude,ax,ay,az
1556.8,-1.95,-0.01,9.05
Altitude,ax,ay,az
1556.8,-1.82,0.0,9.11
Altitude,ax,ay,az
1556.8,-1.81,0.04,9.03
Altitude,ax,ay,az
1556.8,-1.82,0.01,9.06
Altitude,ax,ay,az
1556.22,-1.83,-0.04,8.94
Altitude,ax,ay,az
1556.51,-1.93,-0.08,9.05
Altitude,ax,ay,az
1556.41,-1.86,-0.0,9.04
Altitude,ax,ay,az
1556.22,-1.78,0.01,8.98
Altitude,ax,ay,az
1556.12,-1.84,0.0,9.1
Altitude,ax,ay,az
1556.22,-1.92,-0.07,9.03
Altitude,ax,ay,az
1556.32,-1.93,-0.07,9.03
Altitude,ax,ay,az
1556.12,-1.87,-0.04,9.06
Altitude,ax,ay,az
1556.03,-1.82,0.0,9.08
Altitude,ax,ay,az
1555.93,-1.83,0.03,8.99
Altitude,ax,ay,az
1556.41,-1.86,0.01,9.06
Altitude,ax,ay,az
1556.6,-1.94,-0.01,8.97
Altitude,ax,ay,az
1556.32,-1.92,-0.06,8.84
Altitude,ax,ay,az
1556.51,-1.86,-0.03,9.17
Altitude,ax,ay,az
1556.51,-0.65,-0.4,8.87
Altitude,ax,ay,az
1556.32,-2.72,-0.47,6.82
Altitude,ax,ay,az
1556.8,-4.54,3.83,9.75
Altitude,ax,ay,az
1556.32,-3.07,0.49,11.16
Altitude,ax,ay,az
1556.7,0.23,5.55,9.91
Altitude,ax,ay,az
1556.6,1.22,1.24,6.44
Altitude,ax,ay,az
1556.6,6.88,0.92,7.43
Altitude,ax,ay,az
1556.41,6.88,3.59,11.79
Altitude,ax,ay,az
1556.41,1.13,3.6,18.31
Altitude,ax,ay,az
1556.32,8.28,3.53,13.85
Altitude,ax,ay,az
1556.89,9.31,6.05,9.6
Altitude,ax,ay,az
1557.47,2.83,4.97,2.72
Altitude,ax,ay,az
1556.8,2.14,-0.46,-1.23
Altitude,ax,ay,az
1556.89,4.57,-0.36,-1.58
Altitude,ax,ay,az
1556.89,0.73,-0.84,-1.2
Altitude,ax,ay,az
1556.89,-1.55,-0.35,-2.44
Altitude,ax,ay,az
1556.7,-4.24,-1.68,-3.24
Altitude,ax,ay,az
1556.22,-6.31,-1.44,-2.01
Altitude,ax,ay,az
1556.7,-8.32,0.03,3.22
Altitude,ax,ay,az
1556.89,-8.21,-0.38,6.46
Altitude,ax,ay,az
1556.32,-8.24,0.14,9.7
Altitude,ax,ay,az
1556.32,-7.07,0.2,5.67
Altitude,ax,ay,az
1556.12,-7.89,3.93,6.02
Altitude,ax,ay,az
1556.22,-9.6,4.37,9.78
Altitude,ax,ay,az
1556.41,-10.27,4.7,10.16
Altitude,ax,ay,az
1555.84,-8.79,4.73,11.05
Altitude,ax,ay,az
1555.74,-8.41,4.57,8.4
Altitude,ax,ay,az
1556.03,-6.92,5.34,7.61
Altitude,ax,ay,az
1555.74,-5.06,5.16,9.69
Altitude,ax,ay,az
1555.93,-5.35,5.34,8.9
Altitude,ax,ay,az
1555.65,-2.37,5.41,12.48
Altitude,ax,ay,az
1555.36,-1.28,5.26,12.46
Altitude,ax,ay,az
1555.55,-0.93,5.23,15.59
Altitude,ax,ay,az
1555.65,-2.88,4.48,16.38
Altitude,ax,ay,az
1555.74,-1.96,4.85,14.57
Altitude,ax,ay,az
1555.65,1.6,4.9,6.25
Altitude,ax,ay,az
1555.45,5.37,3.18,4.08
Altitude,ax,ay,az
1555.65,7.01,3.23,6.21
Altitude,ax,ay,az
1555.55,7.55,3.34,4.34
Altitude,ax,ay,az
1556.12,9.95,2.82,4.5
Altitude,ax,ay,az
1555.93,9.24,2.88,5.98
Altitude,ax,ay,az
1555.84,11.02,2.73,3.89
Altitude,ax,ay,az
1555.55,7.04,2.39,6.11
Altitude,ax,ay,az
1555.26,3.32,1.79,8.5
Altitude,ax,ay,az
1555.45,7.18,1.37,5.4
Altitude,ax,ay,az
1555.55,9.62,-0.36,3.28
Altitude,ax,ay,az
1555.55,9.23,0.71,2.76
Altitude,ax,ay,az
1556.22,8.56,-0.1,5.71
Altitude,ax,ay,az
1555.65,12.86,-0.36,2.13
Altitude,ax,ay,az
1556.03,13.03,-0.11,1.28
Altitude,ax,ay,az
1556.12,13.31,-0.47,1.02
Altitude,ax,ay,az
1556.03,13.01,-0.58,1.23
Altitude,ax,ay,az
1555.74,11.7,-0.74,4.53
Altitude,ax,ay,az
1556.12,10.63,-0.8,5.66
Altitude,ax,ay,az
1556.22,9.32,-1.37,0.29
Altitude,ax,ay,az
1556.12,8.23,-1.54,2.48
Altitude,ax,ay,az
1556.03,5.78,-0.15,4.75
Altitude,ax,ay,az
1556.12,9.3,-0.72,6.81
Altitude,ax,ay,az
1556.03,11.44,0.55,6.89
Altitude,ax,ay,az
1556.51,15.12,-0.44,3.7
Altitude,ax,ay,az
1556.51,17.45,-0.31,7.27
Altitude,ax,ay,az
1556.8,18.24,2.08,-1.67
Altitude,ax,ay,az
1556.7,17.0,4.71,-9.34
Altitude,ax,ay,az
1556.41,-2.33,4.91,-19.61
Altitude,ax,ay,az
1557.08,-5.33,2.49,-19.61
Altitude,ax,ay,az
1556.41,-4.62,7.0,-9.72
Altitude,ax,ay,az
1556.32,-12.51,11.08,2.9
Altitude,ax,ay,az
1556.22,-12.87,8.57,19.61
Altitude,ax,ay,az
1556.41,-6.02,3.47,17.63
Altitude,ax,ay,az
1556.32,-1.37,0.11,19.61
Altitude,ax,ay,az
1555.74,-2.88,-4.13,19.61
Altitude,ax,ay,az
1555.74,-3.52,-5.72,19.61
Altitude,ax,ay,az
1555.74,-3.8,-4.58,19.61
Altitude,ax,ay,az
1555.55,-2.28,-2.32,19.61
Altitude,ax,ay,az
1555.93,-2.34,0.49,16.28
Altitude,ax,ay,az
1555.65,1.1,1.68,5.71
Altitude,ax,ay,az
1556.12,2.62,2.28,-0.4
Altitude,ax,ay,az
1555.65,-0.1,1.87,-5.92
Altitude,ax,ay,az
1556.32,-2.13,1.38,-10.57
Altitude,ax,ay,az
1556.6,-0.36,2.43,-10.62
Altitude,ax,ay,az
1555.93,2.69,2.98,-9.98
Altitude,ax,ay,az
1556.6,2.55,2.72,-7.45
Altitude,ax,ay,az
1556.41,-0.66,3.27,-3.27
Altitude,ax,ay,az
1556.22,0.79,2.83,1.19
Altitude,ax,ay,az
1556.6,-0.81,3.61,10.05
Altitude,ax,ay,az
1555.65,-4.53,2.34,16.52
Altitude,ax,ay,az
1555.84,-6.79,1.0,15.85
Altitude,ax,ay,az
1555.36,-3.07,0.39,15.76
Altitude,ax,ay,az
1555.17,-4.72,0.54,19.55
Altitude,ax,ay,az
1555.93,-9.63,0.22,19.61
Altitude,ax,ay,az
1555.84,-7.37,-3.21,19.61
Altitude,ax,ay,az
1555.45,-4.45,0.0,19.61
Altitude,ax,ay,az
1555.26,-5.03,0.51,16.97
Altitude,ax,ay,az
1555.74,-4.03,0.73,14.29
Altitude,ax,ay,az
1555.55,-2.3,0.47,9.98
Altitude,ax,ay,az
1555.93,-3.66,0.26,10.09
Altitude,ax,ay,az
1555.36,-3.07,0.68,9.64
Altitude,ax,ay,az
1555.74,-1.02,0.23,6.55
Altitude,ax,ay,az
1555.65,0.86,-0.53,6.65
Altitude,ax,ay,az
1556.41,0.07,-0.73,5.89
Altitude,ax,ay,az
1555.74,-3.85,1.31,5.11
Altitude,ax,ay,az
1555.45,-0.94,-2.98,6.68
Altitude,ax,ay,az
1555.65,1.02,-3.96,9.84
Altitude,ax,ay,az
1555.55,2.09,-5.14,14.71
Altitude,ax,ay,az
1555.55,-3.57,-3.46,13.99
Altitude,ax,ay,az
1555.84,-11.54,-0.29,6.62
Altitude,ax,ay,az
1556.22,-19.61,0.99,-1.71
Altitude,ax,ay,az
1556.12,-19.13,1.72,-7.92
Altitude,ax,ay,az
1556.41,-10.71,1.38,-9.78
Altitude,ax,ay,az
1556.03,-5.71,0.22,-3.25
Altitude,ax,ay,az
1556.12,-2.35,-0.57,7.28
Altitude,ax,ay,az
1555.84,3.05,-3.5,6.13
Altitude,ax,ay,az
1555.65,3.26,-5.02,4.63
Altitude,ax,ay,az
1556.12,2.05,-5.26,6.07
Altitude,ax,ay,az
1556.12,2.46,-5.99,7.59
Altitude,ax,ay,az
1556.22,2.26,-6.99,10.13
Altitude,ax,ay,az
1556.8,1.65,-8.44,10.97
Altitude,ax,ay,az
1556.41,1.84,-9.88,7.51
Altitude,ax,ay,az
1556.12,-2.13,-9.18,7.74
Altitude,ax,ay,az
1555.55,-5.18,-8.46,4.2
Altitude,ax,ay,az
1555.74,-6.9,-8.2,0.74
Altitude,ax,ay,az
1556.22,-7.57,-8.27,1.55
Altitude,ax,ay,az
1555.84,-5.43,-7.56,4.27
Altitude,ax,ay,az
1556.6,-2.92,-6.77,4.12
Altitude,ax,ay,az
1555.93,-4.13,-6.48,5.02
Altitude,ax,ay,az
1556.89,-4.57,-3.62,8.56
Altitude,ax,ay,az
1556.51,0.38,-4.34,7.14
Altitude,ax,ay,az
1556.12,-0.67,-3.44,9.08
Altitude,ax,ay,az
1556.03,-0.61,-3.25,10.2
Altitude,ax,ay,az
1556.32,0.74,-3.06,6.89
Altitude,ax,ay,az
1556.03,-0.07,-2.73,8.71
Altitude,ax,ay,az
1556.41,-0.48,-2.67,9.89
Altitude,ax,ay,az
1555.45,0.38,-2.26,11.45
Altitude,ax,ay,az
1555.65,0.59,-2.16,11.94
Altitude,ax,ay,az
1556.32,0.42,-2.48,8.89
Altitude,ax,ay,az
1555.74,1.06,-1.89,6.49
Altitude,ax,ay,az
1556.03,4.04,-2.63,6.91
Altitude,ax,ay,az
1556.22,3.18,-2.41,10.0
Altitude,ax,ay,az
1556.12,2.4,-2.55,10.55
Altitude,ax,ay,az
1555.84,1.55,-2.49,8.77
Altitude,ax,ay,az
1555.84,2.42,-2.66,8.28
Altitude,ax,ay,az
1556.41,1.37,-2.49,9.24
Altitude,ax,ay,az
1556.03,0.66,-2.51,9.03
Altitude,ax,ay,az
1556.32,1.06,-2.75,8.33
Altitude,ax,ay,az
1555.93,2.75,-2.81,7.99
Altitude,ax,ay,az
1555.65,2.37,-2.99,9.36
Altitude,ax,ay,az
1555.55,1.26,-3.16,9.08
Altitude,ax,ay,az
1555.36,2.74,-3.37,7.91
Altitude,ax,ay,az
1555.65,2.62,-3.23,8.91
Altitude,ax,ay,az
1555.84,1.73,-3.42,9.11
Altitude,ax,ay,az
1556.32,1.59,-3.35,8.12
Altitude,ax,ay,az
1556.32,2.0,-3.49,8.06
Altitude,ax,ay,az
1555.65,2.49,-3.54,9.04
Altitude,ax,ay,az
1555.65,2.17,-3.5,8.98
Altitude,ax,ay,az
1556.8,2.54,-3.46,8.54
Altitude,ax,ay,az
1555.93,2.24,-3.31,8.91
Altitude,ax,ay,az
1556.32,1.81,-3.12,8.35
Altitude,ax,ay,az
1556.03,1.53,-3.17,8.03
Altitude,ax,ay,az
1556.32,2.03,-3.15,7.23
Altitude,ax,ay,az
1555.74,2.6,-3.09,7.52
Altitude,ax,ay,az
1556.32,2.32,-2.94,7.92
Altitude,ax,ay,az
1556.32,2.26,-2.81,7.3
Altitude,ax,ay,az
1556.03,2.57,-2.64,8.62
Altitude,ax,ay,az
1556.51,2.35,-2.22,8.26
Altitude,ax,ay,az
1556.03,2.85,-2.03,8.61
Altitude,ax,ay,az
1556.32,3.27,-1.81,9.05
Altitude,ax,ay,az
1556.8,4.78,-1.27,11.74
Altitude,ax,ay,az
1556.6,3.01,-1.68,8.95
Altitude,ax,ay,az
1556.8,2.71,-1.7,8.22
Altitude,ax,ay,az
1555.74,2.93,-1.61,8.51
Altitude,ax,ay,az
1556.03,3.32,-1.6,8.92
Altitude,ax,ay,az
1556.12,3.14,-1.61,8.84
Altitude,ax,ay,az
1556.51,3.38,-1.76,8.37
Altitude,ax,ay,az
1555.93,3.22,-1.74,8.62
Altitude,ax,ay,az
1556.41,2.75,-1.65,8.71
Altitude,ax,ay,az
1556.8,3.09,-1.7,8.89
Altitude,ax,ay,az
1556.12,2.88,-1.74,8.91
Altitude,ax,ay,az
1556.8,2.58,-1.74,8.52
Altitude,ax,ay,az
1556.51,3.2,-1.6,9.09
Altitude,ax,ay,az
1556.03,3.15,-1.57,8.82
Altitude,ax,ay,az
1556.32,2.86,-1.45,8.74
Altitude,ax,ay,az
1556.32,3.4,-1.52,8.68
Altitude,ax,ay,az
1556.32,3.05,-1.43,8.68
Altitude,ax,ay,az
1556.6,3.05,-1.45,8.93
Altitude,ax,ay,az
1556.8,2.92,-1.38,8.57
Altitude,ax,ay,az
1556.6,2.91,-1.46,8.59
Altitude,ax,ay,az
1556.6,2.98,-1.45,9.05
Altitude,ax,ay,az
1556.03,2.52,-1.37,8.59
Altitude,ax,ay,az
1556.32,2.48,-1.49,8.04
Altitude,ax,ay,az
1556.12,2.14,-1.16,8.53
Altitude,ax,ay,az
1556.7,1.91,-1.16,8.74
Altitude,ax,ay,az
1556.12,1.14,-0.4,6.9
Altitude,ax,ay,az
1556.41,3.15,0.98,12.83
Altitude,ax,ay,az
1556.7,1.88,-0.28,9.87
Altitude,ax,ay,az
1556.6,2.17,0.25,9.33
Altitude,ax,ay,az
1556.32,1.69,0.05,9.26
Altitude,ax,ay,az
1556.22,1.46,0.3,9.52
Altitude,ax,ay,az
1556.32,1.23,0.2,9.63
Altitude,ax,ay,az
1556.12,0.55,0.33,9.34
Altitude,ax,ay,az
1556.6,1.91,0.37,8.3
Altitude,ax,ay,az
1556.8,0.59,0.96,8.83
Altitude,ax,ay,az
1556.22,1.71,-0.26,8.89
Altitude,ax,ay,az
1556.51,2.72,0.81,8.93
Altitude,ax,ay,az
1556.7,1.88,-0.06,9.22
Altitude,ax,ay,az
1556.6,2.34,-0.16,8.88
Altitude,ax,ay,az
1556.32,1.91,0.07,8.98
Altitude,ax,ay,az
1556.32,1.67,0.04,9.01
Altitude,ax,ay,az
1556.41,0.91,-0.22,9.22
Altitude,ax,ay,az
1555.93,0.51,-0.29,9.12
Altitude,ax,ay,az
1556.41,0.88,-0.3,9.04
Altitude,ax,ay,az
1556.6,0.61,-0.34,9.26
Altitude,ax,ay,az
1555.84,0.54,-0.32,9.13
Altitude,ax,ay,az
1556.22,0.24,-0.41,9.06
Altitude,ax,ay,az
1556.32,-0.65,-0.31,9.35
Altitude,ax,ay,az
1556.22,-0.41,-0.46,9.45
